Alcohol,Malic_Acid,Ash,Ash_Alcanity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280,Proline
14.23,1.71,2.43,15.6,127.0,2.8,3.06,0.28,2.29,5.64,1.04,3.92,1065.0
13.2,1.78,2.14,11.2,100.0,2.65,2.76,0.26,1.28,4.38,1.05,3.4,1050.0
13.16,2.36,2.67,18.6,101.0,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185.0
14.37,1.95,2.5,16.8,113.0,3.85,3.49,0.24,2.18,7.8,0.86,3.45,1480.0
13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0
13.522113706020907,1.8721469484434632,2.4042932609052645,15.844061095557606,119.99846909438003,2.9221413849773525,2.85043406801865,0.29767721948385556,1.6909395539908598,5.633485555502247,0.8976525143901515,3.64355944464043,979.2756963124923
13.59177404214823,2.36053278745858,2.380220361439687,15.275834982320564,123.66820334865689,3.358020905617542,3.2721973595502476,0.350137967978465,1.5817070360888172,6.06273973417077,1.0458125148848672,3.8187440749046004,822.0044679791479
13.218073929204424,2.390660810623983,2.8076903853059476,16.81336079920205,107.3186781078842,3.103053329277332,2.7667017370476734,0.3174024733614287,2.7975438129881463,6.665775775669442,0.9073351103356929,3.9105178208415463,1251.6767916477431
14.189301451242713,1.730209155330704,2.7864215257285103,19.13327000666186,101.54799499123361,3.3092874360571223,2.7635408277356515,0.28077169867566043,1.4861600171130782,7.062020844111359,1.0492658885571875,3.3594073150374957,937.8743986503172
13.809979294618204,2.059547846526648,2.310349469745427,16.758796661948892,111.95687334443687,3.126913400046718,2.7567904676861237,0.3511261971282742,2.357840718775984,5.866695183276051,0.9265703090730506,3.5956991414728265,999.2998750358512
13.530476398137171,1.9726075047969238,2.5150590386219975,14.356087256027957,122.86149547608991,3.024126887537509,2.954313553770604,0.25052796411464284,2.117652023817978,5.285615632766264,0.9548510602860298,3.6188518725454832,1245.5133154118992
13.888028718879667,2.080651165259068,2.19514429127825,19.215147392509195,104.43097296040564,2.836731720465098,3.4305647550275076,0.3248639929164152,2.3248894730940055,6.586096803837077,0.9906627801244701,3.650646160923716,843.6849635404313
14.211948741014913,1.7254322418979742,2.7482240174191386,18.89211951631677,117.52345860431616,3.364035136874301,2.824011018677636,0.3616592220910992,1.3094936944321067,4.527046401053484,0.9020692565739115,3.595329352498221,834.544409706165
13.240268452322963,1.7303622134681909,2.3114701508861377,18.39152576249681,100.60639789465753,3.130669144732932,3.482002254213634,0.3385117379009331,1.3896041388417262,5.306160663508878,0.9978441884148838,3.4353294909191607,1249.0997613219824
14.217943042513477,2.4602305397138946,2.8185992564551166,11.262583698375707,102.04540786850899,3.8205953545199254,3.4019737830903227,0.38628150334334976,1.5643034095180148,4.790397207758943,1.0145832666485528,3.7836695540184664,1276.4240612393453
14.072470925244684,2.0670236341601007,2.8149768020595234,13.606583077117108,107.6589557566258,3.48445452721785,2.8144197337325325,0.25153676978361633,2.0987488768292,7.201748010888974,0.9266842353478697,3.5840698042280783,1180.3258183355329
13.29496475184842,2.370567933578406,2.240732285970798,14.348284195049123,125.11665321220806,3.7188319279706183,3.253218031947333,0.28057758974003955,2.4915078642180544,7.0208114346582775,0.9946032818101055,3.7849197539314243,1159.802231890542
13.659262988901528,1.7275121743568815,2.7543410079475925,19.764727671393793,115.46564203524345,2.8284572568136315,3.247169943335207,0.27566312051046477,2.6843966581649177,5.227342959603996,0.9660885523596092,3.734188736248875,853.7865994056319
14.12140195007314,2.205665122232085,2.319179178188822,17.916107510646327,114.77165943288364,3.0887493894223397,2.817223264203017,0.2595306102129182,2.195460311617024,6.493834057319379,0.9851930955505517,3.8744756919672994,879.7512924277862
14.280587264770668,2.3368514652422503,2.187710669200664,19.58893474684062,102.18053722120003,2.7120862911488604,2.8607798951304915,0.3705460463530744,2.215262777825371,6.586144884234788,1.0090429875606608,2.9540696120007555,1353.4691867802246
13.252651786214438,2.4933232064631663,2.277219649492573,18.398956210913777,107.0302953834625,3.2670875707552605,2.7694145028785875,0.2906283574233334,1.9747429032802168,7.192622406193362,1.0376963373636807,3.9029923889006195,898.2711024313251
13.708442346587224,2.0247227027862182,2.531929797959421,15.43537587600423,107.96727401788772,3.4206160719738765,2.7050326037915244,0.31855886231507247,2.495716782396795,4.97723436259765,0.9311249436122325,3.3505621211390673,1461.2057456752327
13.87936840939353,2.1455835799071767,2.753808372628292,18.018928788184265,109.66694202574087,3.7144664687390163,3.271069675786078,0.32524999001756066,1.5065852788552512,7.008703460946949,0.8751755002138268,3.577581553948419,1204.542375609718
13.161466767218354,1.9204160338405447,2.7252174744693267,19.7844134098264,110.61968601287987,3.753810275871923,2.960716514432269,0.2925136510481896,1.6182574290330318,7.316334311229342,1.0258195651798778,3.7773965086565746,1115.2076944098471
13.369253524242538,2.226354186930442,2.300179138029421,17.037182883355683,100.14261293346505,3.7627004502551733,2.976325004827887,0.3326298999334742,1.4309670560747467,5.393423909133848,1.0248148386593685,3.0486583027411625,744.5621867690003
13.938390793534824,1.7520549917528896,2.2159954105179507,20.885678263244785,105.75394358557934,3.269451630213748,3.0902289704699903,0.2591391418650365,1.9019776105279358,5.121249469650096,0.904799879518538,3.042017692450371,1275.449189047949
14.107374026421486,2.229937403045632,2.3921154950150783,14.927379418728489,126.5166571830813,3.4513716476424166,3.0495709334066428,0.28016959688584336,2.1397305360131518,7.121882097106008,0.9481761665857997,3.431062386339772,1240.332211384955
13.389990952513115,2.0321104098504823,2.1653771280953826,19.248177126896906,120.06183975456435,3.0293168639777197,3.298649015691566,0.2570262389033278,1.3698772929568637,7.414071503840621,0.9039325963539354,3.1694746955083284,1442.2202431452283
13.678924138006751,2.2882093324326944,2.1440310574178514,11.39576498982942,104.72709426538883,2.6685779787403465,3.396041123223899,0.28285812584777037,2.4650216643946514,5.893148381885977,0.9946814157233516,3.184960281954084,1323.5352081093147
13.521429771130213,1.8218572115661695,2.404491669501151,16.569160523691238,120.34820023598125,3.5083160868449017,3.185095702465667,0.33664750998261067,2.016627231214807,5.353842038395342,0.8651748043278682,2.9746576356712513,986.8857145516314
13.24357303229834,2.1350044949134963,2.7001346109787088,18.571605288806587,103.34995228776789,2.7544952003786647,3.390014843936119,0.29025990080131886,1.4723201837313606,4.774176597252159,0.9020550108697928,2.93405392580441,1368.5369100201156
13.268379410943483,2.328024210986018,2.6299653892099166,16.488552809082442,105.36623455053255,3.7942480842138817,2.900127495611081,0.33266064765373005,2.500001379576191,5.624438515344027,0.994008307983173,3.0150647220550417,968.9566769122002
